order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3410835,159102,test,18,2,16,14.0
1399451,18054,prior,17,4,20,13.0
2186675,85161,prior,9,2,13,9.0
2507555,12172,prior,12,6,11,15.0
1200285,4518,prior,7,4,17,10.0
1422021,156449,prior,12,4,20,11.0
2236920,200506,prior,3,2,17,12.0
44334,53276,prior,21,5,11,12.0
2712403,36593,prior,1,4,12,
160255,113494,prior,50,6,13,3.0
464536,33498,prior,11,1,9,5.0
1054935,85045,train,27,5,16,3.0
629539,170969,prior,12,1,11,6.0
2268254,162921,prior,21,1,8,18.0
1325730,571,prior,5,5,14,18.0
1055131,199398,prior,7,1,19,9.0
423102,107940,prior,4,6,9,22.0
2644579,154932,prior,5,6,8,6.0
1702925,91731,prior,8,6,22,4.0
2370262,161397,prior,5,1,12,14.0
1278029,130741,prior,48,2,16,1.0
3211745,83351,prior,5,3,15,2.0
883459,137979,prior,3,1,18,9.0
709736,120216,prior,40,4,17,2.0
1365540,8715,prior,3,1,17,20.0
1656871,31297,prior,1,6,10,
3037182,175537,prior,20,4,21,2.0
2373465,108467,prior,54,4,17,7.0
2418883,118569,prior,15,1,17,13.0
3067382,193653,prior,18,2,14,4.0
146659,180157,prior,28,4,22,11.0
2024308,88904,prior,4,1,14,6.0
1201583,177129,prior,11,0,19,3.0
2671519,199456,prior,16,1,23,6.0
2526201,76015,prior,28,3,11,7.0
406881,76110,prior,7,4,16,22.0
2490912,199768,prior,10,0,7,4.0
2066781,84659,prior,5,3,17,7.0
1005467,66421,prior,7,2,14,23.0
2052321,53902,prior,6,0,11,27.0
682195,171571,prior,19,4,13,10.0
732811,170348,prior,39,6,23,3.0
2402317,123647,prior,18,6,10,7.0
3020979,82166,prior,24,6,8,7.0
582557,15064,prior,6,0,10,2.0
1300737,31978,prior,41,6,14,1.0
2218391,161127,prior,14,6,10,3.0
2267661,41808,prior,5,6,10,6.0
2981182,13932,prior,7,1,10,30.0
936089,180804,prior,18,0,11,6.0
2460161,129606,prior,3,2,13,8.0
2604524,4223,prior,27,2,10,5.0
3012522,52739,prior,3,5,10,6.0
1862783,125,prior,1,3,11,
1608326,69745,prior,1,6,19,
1259363,33435,prior,5,0,9,7.0
1555450,180159,prior,5,6,10,7.0
3287293,39317,prior,10,3,11,24.0
2693065,156734,prior,3,4,8,4.0
2918947,28662,prior,13,1,16,15.0
2610838,51571,prior,42,3,16,0.0
1230935,195837,prior,39,1,10,2.0
1286038,96193,prior,5,0,23,14.0
904541,47010,prior,3,6,21,30.0
2147814,90757,test,4,2,14,30.0
1015784,95692,prior,27,4,10,8.0
1581543,6075,prior,3,1,8,30.0
3360589,104372,prior,21,6,14,6.0
253364,49530,prior,30,1,5,13.0
1088827,133524,prior,14,3,9,6.0
1726416,165970,prior,30,5,15,4.0
3407994,103589,prior,15,2,14,5.0
1308173,4357,prior,7,6,14,18.0
2259322,141956,prior,14,0,12,1.0
470591,70951,prior,13,5,17,3.0
2656194,125233,prior,19,1,9,14.0
516838,108544,prior,4,0,18,30.0
1796104,43667,prior,9,0,13,20.0
677858,20356,prior,38,2,20,3.0
1232195,162260,prior,18,6,16,9.0
2342216,18225,prior,39,0,8,5.0
35618,27523,prior,14,4,21,16.0
121414,99742,prior,8,3,13,3.0
1304587,27856,prior,56,1,8,4.0
1276315,82762,prior,9,0,15,6.0
1368221,187247,prior,17,0,16,8.0
922837,168955,prior,31,4,15,3.0
1691331,175729,prior,33,3,6,5.0
444310,103374,prior,1,2,14,
3306129,92452,prior,24,1,15,30.0
1449260,80478,prior,21,2,15,20.0
1526559,38002,prior,10,6,13,9.0
1772133,12001,prior,42,6,9,7.0
2859907,77279,prior,2,5,14,30.0
1901452,104955,prior,3,0,10,30.0
2533696,186033,prior,38,3,0,8.0
1158307,188896,prior,3,6,10,30.0
1253059,55911,prior,10,2,10,20.0
253795,180683,prior,8,4,12,6.0
437814,117379,prior,12,5,13,4.0
2931810,160670,prior,18,1,12,12.0
1060236,8047,prior,3,5,11,9.0
2726769,147173,prior,55,3,10,5.0
2025797,20351,prior,2,6,9,11.0
566326,32176,train,4,1,9,21.0
1670385,168239,prior,4,0,13,15.0
2667498,3831,prior,4,6,17,16.0
2740602,174660,train,5,0,13,5.0
3264105,138730,prior,15,4,20,3.0
722928,1319,train,7,6,18,17.0
2396328,100206,prior,5,5,9,4.0
1805059,165332,prior,3,0,18,30.0
2035969,55415,prior,9,2,15,7.0
3168322,24479,prior,26,6,17,7.0
2874506,21122,prior,21,2,13,4.0
1140336,81497,prior,15,6,11,15.0
2988899,126545,test,4,6,7,10.0
2759610,176495,prior,23,1,11,15.0
139329,149605,prior,18,2,20,1.0
2485281,83697,prior,39,3,7,14.0
1609429,132432,prior,8,2,9,6.0
1158931,73301,prior,47,6,11,16.0
553206,59612,prior,8,2,15,5.0
2774243,108921,prior,1,6,11,
671818,38441,prior,5,1,15,11.0
864734,169200,prior,6,5,10,4.0
1987309,146369,prior,24,1,15,4.0
2890264,62210,prior,13,5,18,30.0
1772594,189546,prior,2,1,11,7.0
1278997,120708,prior,6,0,11,4.0
2122394,36896,train,30,4,18,7.0
981804,179321,prior,4,1,9,7.0
3274054,37075,prior,27,1,11,6.0
445785,190247,prior,32,2,11,19.0
2295801,97764,prior,2,6,22,13.0
818935,177791,test,49,4,17,6.0
1200220,14923,prior,46,3,10,2.0
2095667,77646,prior,34,6,16,1.0
1875064,107591,prior,3,5,12,20.0
634208,192558,prior,15,4,22,3.0
1191371,43978,prior,44,6,9,6.0
1104327,164182,prior,16,4,7,2.0
2730760,171544,prior,41,1,11,5.0
2300088,206123,prior,12,1,12,9.0
3336396,32370,prior,16,2,9,7.0
2570284,48469,prior,9,0,15,4.0
89889,56326,prior,3,4,20,30.0
1455505,189349,train,10,0,16,17.0
1638211,30274,prior,1,1,17,
648087,122285,prior,10,1,12,16.0
850430,141069,prior,66,4,8,1.0
1577944,152738,prior,12,5,14,11.0
3377164,64164,prior,6,4,8,3.0
2842450,57494,prior,28,2,11,2.0
2718913,145388,prior,2,5,10,6.0
2745076,74974,prior,3,4,11,0.0
2265625,167109,prior,6,6,13,30.0
100451,115151,prior,7,5,17,14.0
1380881,152495,prior,4,4,21,13.0
1486990,186803,prior,6,3,19,3.0
1462600,44235,prior,5,5,16,30.0
137873,172741,prior,41,1,8,3.0
989437,112540,prior,37,2,12,7.0
2421012,17954,prior,18,6,17,21.0
2675657,83809,prior,19,5,0,11.0
10042,29498,prior,13,1,23,29.0
1161417,51837,prior,4,3,23,17.0
1358250,41446,prior,6,4,14,8.0
2471190,117752,prior,51,6,13,6.0
1640300,136028,train,26,6,18,7.0
236037,179069,prior,10,6,9,2.0
2648906,37689,prior,80,4,17,1.0
2758587,196368,prior,3,6,17,1.0
2309603,66195,prior,25,0,15,3.0
2415564,197774,prior,10,3,19,4.0
789452,198275,prior,3,3,15,30.0
2806828,146023,prior,40,5,9,3.0
880765,151719,prior,17,2,11,21.0
2035342,179139,train,7,1,9,18.0
2848855,93331,prior,7,2,23,4.0
1332486,202877,prior,13,6,7,26.0
2701228,54369,prior,35,2,7,5.0
598044,114518,test,5,3,17,17.0
381787,155530,prior,3,4,19,30.0
2123644,50186,prior,5,3,8,7.0
3270790,11289,prior,9,6,11,11.0
1001308,6136,prior,7,5,9,8.0
1391443,121428,prior,13,4,11,12.0
3139141,27878,prior,14,5,13,7.0
1157461,196604,prior,27,1,17,3.0
516270,65993,prior,3,4,23,10.0
2695994,20267,prior,2,0,13,5.0
2622635,172034,prior,54,6,19,5.0
604081,123938,prior,4,0,11,23.0
2520016,7388,prior,42,1,17,5.0
1973454,113133,prior,4,5,13,7.0
987189,165669,prior,67,6,6,6.0
1487519,165694,prior,6,6,11,30.0
3259757,189909,prior,59,6,14,1.0
1633440,127072,prior,20,0,10,4.0
2752930,142122,prior,15,4,11,7.0
1140550,14566,prior,3,5,12,21.0
2473701,139500,prior,13,3,15,25.0
2892250,128627,prior,47,1,11,15.0
1903542,135214,prior,18,2,15,6.0
308212,67674,prior,15,3,13,1.0
440781,190777,prior,30,6,14,5.0
3003830,110132,prior,5,1,11,21.0
2441777,181862,prior,19,6,14,4.0
457724,200906,prior,9,0,17,6.0
2700818,78039,prior,61,0,7,2.0
1434213,52566,prior,2,5,7,30.0
1717831,94555,prior,1,2,12,
3047281,28260,prior,8,1,7,11.0
2859241,117575,prior,27,2,9,6.0
528360,71818,prior,4,3,16,30.0
594691,30121,prior,5,1,12,30.0
1688530,25370,prior,14,6,9,12.0
402801,169478,prior,5,4,15,30.0
534383,33953,prior,2,4,13,13.0
1452064,42299,prior,9,3,17,8.0
830846,161872,prior,6,1,17,6.0
2747988,83919,prior,66,3,10,5.0
1060265,140844,prior,36,5,19,6.0
2043010,65031,prior,14,3,12,8.0
1592255,62666,prior,5,3,10,21.0
2129494,66440,prior,11,6,15,1.0
1712859,200711,prior,8,0,11,7.0
1318684,91350,prior,8,6,17,4.0
1186711,4596,prior,11,3,5,4.0
2848459,46408,prior,9,6,15,0.0
265109,15773,prior,11,5,11,7.0
1672874,141928,prior,20,1,13,5.0
3156953,63231,prior,5,5,16,4.0
668482,3558,prior,12,6,12,2.0
1948744,45485,prior,8,5,11,27.0
3273521,186599,prior,9,2,9,5.0
2502304,168719,prior,5,5,8,4.0
295321,162646,prior,19,1,17,19.0
2396702,128737,prior,18,5,18,6.0
1627273,168001,prior,8,0,16,10.0
2027174,67481,prior,40,6,11,6.0
1403390,182469,prior,5,3,15,16.0
1561354,154967,prior,18,3,0,23.0
912493,89260,prior,20,6,11,21.0
2759720,172649,prior,1,4,13,
2871108,4806,test,12,1,0,17.0
390151,124182,prior,6,4,9,12.0
2924492,4653,prior,11,2,20,3.0
2689566,52519,prior,9,1,16,12.0
2707464,121442,prior,6,2,16,2.0
3214422,32991,prior,10,3,17,30.0
620230,54552,prior,3,3,16,14.0
125288,66621,prior,50,6,10,3.0
2964222,51782,prior,20,1,14,4.0
2057502,124034,prior,7,6,14,16.0
670621,205295,prior,1,0,8,
221504,202602,prior,11,2,6,6.0
2830366,71000,prior,18,5,15,2.0
2627089,83497,prior,12,0,20,1.0
2276455,186579,prior,4,3,17,5.0
1577507,178575,train,6,1,15,30.0
2595663,93993,prior,8,5,17,14.0
1014049,98009,prior,6,0,14,7.0
3137343,25942,prior,5,5,9,18.0
1992702,148686,prior,15,0,17,7.0
2596055,108148,prior,62,2,10,5.0
2854949,71237,prior,8,4,10,0.0
3037463,52598,prior,30,0,2,4.0
2707149,70565,prior,20,4,8,8.0
565873,102283,prior,8,0,13,7.0
2806629,12157,prior,58,5,18,3.0
1451227,180597,train,5,2,14,30.0
1078174,12273,prior,22,1,11,15.0
269045,126785,prior,30,6,9,6.0
3132728,169795,prior,4,3,20,19.0
1467764,183940,prior,9,0,17,15.0
1855267,181921,prior,6,5,10,30.0
956598,78016,prior,35,6,11,6.0
250998,88463,test,38,3,10,30.0
3052535,65549,prior,13,0,15,26.0
1698643,140725,prior,3,3,10,2.0
2951112,178091,prior,42,4,15,2.0
409094,184615,prior,4,1,21,12.0
996206,91215,prior,9,0,17,5.0
1330787,62671,prior,1,1,16,
1466565,79573,prior,16,6,10,6.0
1719634,95768,prior,70,2,15,5.0
2190055,66913,prior,35,5,13,6.0
971159,119831,prior,1,2,21,
946863,193082,test,4,2,16,21.0
2439777,190137,prior,30,1,15,5.0
2999611,5936,prior,17,6,18,10.0
1796820,73943,prior,1,6,9,
2260792,31191,prior,16,4,14,29.0
2229777,105028,prior,29,1,16,29.0
3174265,98030,prior,1,6,18,
1748625,190491,prior,11,6,14,30.0
721804,181417,prior,21,0,9,4.0
1454720,139436,prior,3,4,12,13.0
1558318,183838,prior,12,6,10,11.0
1904916,162554,prior,12,5,16,13.0
2805242,62390,test,5,4,14,3.0
1719688,186498,prior,22,5,9,7.0
2114286,194297,prior,15,0,11,6.0
1708395,71221,prior,22,4,17,9.0
2843068,191517,prior,6,1,10,7.0
850541,5190,prior,2,1,11,7.0
33403,128218,prior,41,4,9,6.0
330571,36068,prior,35,4,11,7.0
3072258,201034,prior,33,0,15,4.0
3317485,90038,prior,13,3,13,4.0
1371466,66463,prior,50,1,17,3.0
1219360,66452,prior,31,5,17,5.0
2124830,15627,prior,2,1,7,30.0
2594689,123497,prior,5,4,16,9.0
1231267,110481,prior,2,0,8,1.0
1873148,152182,prior,20,2,16,18.0
1544658,168449,prior,56,6,8,5.0
1836499,114402,prior,45,6,10,1.0
1678607,38936,prior,97,2,8,1.0
509361,179688,prior,21,4,19,20.0
826817,146781,prior,12,4,14,1.0
1257474,29003,prior,2,6,12,29.0
2695303,175680,prior,46,3,10,6.0
2906777,184490,prior,51,4,7,6.0
1649713,109281,prior,25,4,16,6.0
394192,67985,prior,30,6,20,5.0
1562059,91934,prior,4,0,13,30.0
2530563,30899,prior,21,6,10,3.0
2040338,161390,prior,21,3,15,0.0
1839285,4599,prior,1,5,13,
2284526,127009,prior,1,5,10,
1199950,168647,train,34,2,11,22.0
963266,8406,prior,38,3,14,7.0
2541372,112108,prior,2,1,10,7.0
2505248,90720,prior,22,5,14,5.0
2733305,110410,prior,5,3,16,13.0
912377,169446,prior,5,2,14,16.0
1411727,202449,prior,22,5,8,30.0
2118983,174211,prior,5,5,10,30.0
1289148,187055,prior,9,3,10,4.0
1099939,154790,prior,9,5,4,14.0
3053277,110299,prior,91,6,8,2.0
541808,191007,prior,30,5,13,2.0
917738,120509,prior,44,3,8,9.0
3004278,62722,prior,14,5,16,4.0
2930714,52027,prior,11,2,17,4.0
654028,83377,prior,71,1,17,7.0
1694430,86649,prior,20,5,11,8.0
1622157,47235,prior,1,1,13,
3387054,44943,prior,36,2,9,4.0
1149809,138714,prior,3,0,8,7.0
3137560,105816,prior,6,6,7,11.0
398928,41802,prior,10,2,18,22.0
1269203,8551,prior,7,3,15,11.0
1914015,46675,prior,1,1,12,
2722804,192593,prior,29,0,14,8.0
1913058,88239,prior,32,0,12,7.0
2329680,16249,train,8,2,18,30.0
1251550,50697,prior,3,3,7,8.0
3110414,145109,train,7,0,15,14.0
122462,167366,prior,62,2,18,8.0
741008,115620,prior,21,6,10,2.0
3373060,198897,prior,15,4,13,6.0
3314213,136369,prior,11,1,15,14.0
1846427,54769,prior,20,5,15,30.0
3162168,99612,prior,2,1,13,30.0
550900,34581,prior,5,1,11,9.0
2149200,66722,prior,10,2,10,30.0
1766605,140448,prior,14,3,17,3.0
2895315,42830,prior,47,2,12,0.0
490482,49817,prior,1,3,14,
1332892,72110,prior,47,4,8,5.0
1279992,203998,prior,5,0,15,14.0
63709,3645,prior,2,0,17,26.0
2964352,136834,prior,19,0,15,12.0
1585162,95609,prior,17,5,20,6.0
1504290,28470,prior,16,0,13,2.0
734673,136386,prior,5,2,12,8.0
1920296,183268,prior,8,1,17,11.0
3051551,181210,prior,51,6,17,2.0
2004606,169352,prior,5,1,9,3.0
189872,191554,prior,2,1,17,8.0
1303225,152856,test,10,0,8,4.0
2601796,172068,prior,48,2,17,4.0
1847819,108939,train,37,0,13,1.0
374165,77906,prior,23,4,9,20.0
3317041,80061,prior,32,4,18,10.0
3083654,71452,test,7,5,12,7.0
660816,51121,prior,6,4,12,10.0
245943,51853,prior,12,0,13,7.0
3316512,38268,prior,37,1,15,8.0
1877548,17182,prior,7,3,3,7.0
3217050,152231,prior,38,1,9,2.0
3233651,70077,prior,14,4,16,16.0
769254,60960,prior,17,1,23,30.0
3384501,158972,prior,98,6,19,2.0
1848516,144904,prior,56,0,18,4.0
2230586,144320,prior,20,6,9,5.0
19452,190431,prior,12,5,15,5.0
886759,96299,prior,16,4,18,7.0
2088282,167316,prior,46,1,12,3.0
2044874,146153,prior,9,4,13,7.0
2070325,184030,prior,5,6,10,8.0
1891195,126455,prior,46,2,17,2.0
3357187,99106,prior,47,5,13,6.0
1109633,54655,prior,7,6,10,14.0
3166193,147280,prior,5,2,23,26.0
987359,10324,prior,1,2,15,
397242,145185,prior,9,2,23,24.0
2400784,84349,prior,25,1,9,1.0
1121724,121596,prior,16,6,14,6.0
430765,131487,test,4,6,13,21.0
3300378,21662,prior,25,4,15,8.0
3212461,160164,prior,1,3,14,
1269825,18259,prior,13,1,19,30.0
1214823,88100,prior,32,0,20,6.0
2945712,128369,prior,12,2,10,30.0
3310201,53296,test,4,3,11,30.0
3378970,173969,prior,3,1,11,22.0
1364676,174700,prior,7,4,13,1.0
956634,165043,prior,14,5,10,3.0
2951065,135743,prior,8,1,9,14.0
1970624,155778,prior,4,0,13,30.0
865240,179210,prior,4,2,11,12.0
1941038,134990,prior,16,6,14,5.0
443580,30209,prior,22,5,7,1.0
2287508,73227,prior,4,1,15,5.0
1260936,59106,prior,63,2,16,2.0
984024,47076,prior,2,6,21,6.0
2563873,39921,prior,2,0,19,30.0
1075873,11641,prior,23,5,9,13.0
138738,12249,prior,11,6,16,15.0
2469414,100049,test,8,6,17,19.0
3209359,37313,prior,25,6,8,5.0
736777,55116,prior,17,3,15,8.0
2955854,183712,prior,1,3,18,
1830384,49643,prior,29,0,3,5.0
3313109,122283,prior,6,0,7,5.0
664522,65992,prior,17,0,18,6.0
2922406,4073,prior,5,4,7,30.0
2757575,149369,prior,19,0,18,1.0
1653270,196524,prior,14,0,15,7.0
2692770,156192,prior,1,1,16,
3038216,193537,train,17,6,19,9.0
1124519,131499,test,12,4,10,30.0
2788783,147837,prior,5,0,11,12.0
2517758,150755,prior,47,4,10,1.0
3308447,147275,prior,46,0,3,5.0
2646152,183773,prior,28,1,15,6.0
2241736,203314,prior,78,6,11,0.0
1884459,84215,prior,8,1,18,3.0
2043332,17645,prior,6,6,17,6.0
1971268,54638,prior,4,2,12,22.0
2868013,192813,prior,15,0,14,6.0
2717915,57270,prior,2,3,12,30.0
2658999,145951,prior,14,1,17,11.0
288140,36862,prior,19,3,13,12.0
117322,145444,prior,51,1,7,7.0
1264959,67413,prior,28,0,19,27.0
1941682,172065,prior,16,3,4,8.0
1695046,130241,prior,5,1,10,6.0
2596382,28922,prior,37,2,20,1.0
1694466,14795,prior,3,0,15,16.0
1930660,43528,prior,1,0,16,
2453192,61799,prior,18,5,9,14.0
1843093,105642,prior,5,0,22,6.0
3043580,164813,prior,12,0,17,11.0
711109,74515,prior,3,0,17,12.0
341054,28281,prior,6,1,7,13.0
825002,91003,prior,7,4,18,4.0
1777024,176611,prior,21,6,8,7.0
3068377,78455,prior,1,6,18,
1905915,3745,prior,71,3,16,1.0
2987627,75464,prior,7,3,15,22.0
281586,14640,prior,13,2,23,6.0
730350,75508,prior,7,3,9,8.0
2884331,149889,prior,13,5,19,14.0
925426,69555,prior,13,6,11,8.0
2988546,49143,prior,55,1,9,7.0
1271290,196067,prior,7,5,7,11.0
2958628,46146,prior,23,6,17,7.0
1260917,169266,prior,25,0,11,3.0
1902633,104462,prior,12,0,15,8.0
2017032,63242,prior,6,6,13,28.0
1465618,133628,prior,4,1,15,10.0
15615,55059,prior,3,2,17,12.0
2133766,100046,prior,61,6,13,5.0
2716306,24395,prior,21,6,14,7.0
60910,73567,prior,27,6,21,7.0
1366676,175197,prior,13,6,18,13.0
274828,114339,prior,4,1,7,30.0
2138632,64490,prior,3,2,12,21.0
311564,83231,prior,11,2,13,6.0
2438252,183233,prior,6,3,15,29.0
1713577,135636,prior,10,3,15,8.0
1048847,31753,prior,8,0,12,30.0
1618327,2497,prior,21,2,19,18.0
2796304,10525,prior,11,6,10,24.0
3099853,25568,prior,81,6,17,3.0
2190821,188133,prior,17,5,10,8.0
1754708,181548,prior,51,4,14,4.0
45493,124205,prior,11,5,10,1.0
135628,167470,prior,37,6,8,2.0
3246321,43359,prior,53,1,9,3.0
1341518,156729,prior,41,4,9,4.0
623433,135165,prior,27,0,12,7.0
1742974,187143,prior,16,1,16,8.0
2562146,89439,prior,14,0,23,5.0
2728181,54795,prior,20,6,10,15.0
2545196,99994,prior,7,5,8,30.0
2297030,176130,prior,40,0,10,10.0
2588423,5019,test,5,2,12,30.0
1582260,153712,prior,16,4,10,5.0
79182,186868,prior,50,4,13,6.0
1879743,40210,prior,34,5,8,7.0
547190,13442,prior,13,5,17,8.0
2489834,44081,prior,1,0,21,
633008,123622,prior,19,2,19,7.0
3414111,81266,prior,6,3,13,10.0
790200,184398,prior,18,1,10,12.0
2981932,192369,prior,1,1,15,
3163994,187753,prior,4,4,12,3.0
1645555,156817,prior,12,6,14,0.0
1392946,25416,prior,60,0,11,3.0
1814591,96111,train,5,4,7,23.0
1204477,129869,prior,2,3,12,13.0
982770,124074,prior,14,1,13,7.0
1247729,29623,prior,74,2,19,2.0
2287136,183985,prior,6,3,16,3.0
1739890,107047,prior,1,0,11,
2355266,49665,prior,6,0,14,20.0
2699455,8475,prior,11,3,17,6.0
870283,114443,prior,2,1,14,30.0
1008039,169100,prior,4,5,18,3.0
3104647,192003,prior,12,1,9,5.0
835962,90240,prior,2,5,13,16.0
2298755,109553,prior,6,3,13,30.0
237626,29077,prior,37,5,15,5.0
3326674,43529,prior,71,4,11,2.0
2324845,18735,prior,10,5,19,1.0
299753,110251,prior,3,3,19,18.0
609895,86729,prior,21,3,10,5.0
1530727,191365,prior,8,2,22,18.0
2482289,37895,test,7,5,10,9.0
218985,71088,prior,10,0,15,16.0
606867,97290,prior,97,1,14,5.0
2363596,21629,prior,5,6,19,7.0
333336,101729,prior,1,6,16,
3001439,96940,prior,8,0,22,12.0
2931477,129267,prior,2,1,19,30.0
1191160,118540,prior,39,5,14,8.0
314583,205999,prior,1,5,12,
1582127,18842,prior,6,5,14,13.0
1382473,84702,prior,6,5,9,2.0
2260572,56096,prior,14,3,11,3.0
1060,113344,prior,2,4,10,7.0
360055,19296,prior,29,2,12,25.0
1485915,121131,prior,17,4,11,30.0
2056939,138365,prior,39,1,13,3.0
136361,115788,prior,20,6,14,2.0
1764923,129158,prior,2,2,18,12.0
340887,62161,prior,4,1,14,30.0
339326,81193,prior,21,0,14,9.0
1248993,193961,prior,3,0,11,19.0
657171,10361,prior,5,2,6,9.0
1446093,41879,prior,21,3,11,2.0
2275644,39832,prior,12,5,13,0.0
3183800,17067,prior,1,1,19,
2866213,96138,prior,3,5,11,12.0
230193,82884,prior,4,4,18,30.0
286194,152531,prior,10,4,11,3.0
1087064,53124,prior,7,5,11,6.0
1801036,51397,prior,8,1,16,15.0
2906160,115505,prior,54,6,14,3.0
966538,162555,prior,20,4,12,3.0
649344,187524,prior,78,2,9,5.0
3088191,10502,prior,54,1,22,7.0
1427069,3680,prior,14,3,10,6.0
473842,164974,prior,40,4,16,3.0
1753573,104688,prior,35,3,10,3.0
2196093,79553,prior,6,5,10,1.0
113167,185173,test,10,0,14,14.0
130846,121029,prior,6,2,17,25.0
2947448,124888,prior,11,0,17,4.0
2679356,135886,prior,37,6,8,8.0
319508,30694,prior,10,5,13,3.0
1978829,13147,prior,2,0,21,6.0
3047499,87703,prior,1,3,1,
2612251,151419,test,15,0,20,18.0
1676292,70012,prior,11,5,18,12.0
2351219,100169,prior,8,6,13,6.0
845183,114681,prior,2,0,20,28.0
3102673,38923,prior,6,0,12,7.0
1016320,164038,prior,18,5,10,5.0
1304089,98549,prior,18,0,13,16.0
2640299,137770,prior,51,0,14,6.0
1891138,107578,prior,2,6,18,30.0
608060,73422,prior,57,6,14,4.0
3297771,136454,prior,2,0,20,18.0
3128471,126695,prior,2,6,16,8.0
1510756,141656,prior,7,1,18,9.0
167745,96975,prior,15,2,18,1.0
1442663,105223,prior,2,0,11,30.0
529881,84210,prior,61,2,11,0.0
3409143,57389,prior,7,3,16,28.0
2436680,32967,prior,15,2,8,2.0
2278720,155091,prior,16,5,13,14.0
371562,104970,prior,6,1,10,30.0
1406467,112609,prior,21,6,10,14.0
753288,7256,prior,7,4,13,6.0
1182433,168020,prior,7,1,17,12.0
1153792,84521,prior,5,0,12,5.0
815821,139268,prior,2,4,13,7.0
1410592,102722,prior,32,6,6,8.0
340759,41852,prior,5,4,19,24.0
585492,137568,prior,16,0,9,8.0
1682449,48938,prior,14,3,21,5.0
1674778,82233,prior,7,0,19,13.0
1668515,127055,prior,4,3,10,22.0
2989408,150000,prior,71,5,13,3.0
731047,162451,prior,5,1,7,14.0
2332658,90780,prior,2,3,9,9.0
167916,108991,prior,9,6,19,15.0
1236632,21957,prior,4,6,17,14.0
2689532,98463,prior,5,2,10,23.0
1466683,88934,prior,23,2,9,6.0
1071229,107454,prior,1,4,14,
2409927,85323,prior,35,0,15,30.0
1396076,180881,prior,4,4,17,30.0
665251,174210,prior,7,3,9,12.0
81082,126789,prior,5,5,15,11.0
466683,36746,train,9,0,12,8.0
1777889,130164,prior,29,3,12,5.0
175609,170020,prior,4,6,15,10.0
215198,165908,prior,10,1,10,2.0
2229391,37179,prior,20,0,13,7.0
3275590,177379,prior,27,6,9,16.0
867205,103596,prior,4,0,9,9.0
1646767,101421,prior,9,1,11,26.0
2684189,90749,prior,8,4,18,30.0
1108199,37530,prior,3,4,14,18.0
3358054,197924,prior,3,4,14,30.0
540191,95740,prior,62,0,22,7.0
1417790,125185,prior,18,1,10,6.0
2748071,200387,prior,1,0,14,
1359957,190736,prior,15,2,14,8.0
1286835,89930,prior,63,5,14,4.0
1455689,124252,train,10,2,12,16.0
386727,125411,prior,1,6,10,
1955469,102930,prior,14,5,13,4.0
3085199,101948,prior,16,1,11,11.0
2141718,165836,prior,5,1,21,3.0
317883,32567,prior,11,6,10,2.0
1993846,37543,prior,6,2,19,30.0
3300372,189095,prior,22,2,12,7.0
2568171,10550,prior,3,4,20,13.0
2575294,147286,prior,1,4,23,
1270055,47578,prior,25,5,0,1.0
1218081,204437,prior,12,0,8,30.0
3388399,154670,prior,2,5,9,14.0
301592,158996,prior,5,6,17,5.0
1710800,180975,prior,26,1,12,8.0
3161766,31021,prior,39,3,10,9.0
560209,126121,prior,19,3,11,9.0
1513184,34014,prior,65,5,11,7.0
320757,182706,prior,18,2,8,2.0
3057267,23197,prior,3,1,14,10.0
728695,63776,prior,21,1,10,5.0
1655722,177590,prior,8,4,15,30.0
447916,70799,prior,9,1,16,2.0
554079,147273,prior,12,1,9,24.0
2180368,811,prior,5,5,18,7.0
476588,131318,prior,45,0,13,4.0
77813,27602,prior,1,0,16,
652543,122451,train,4,3,7,30.0
312833,72159,prior,1,4,13,
1721106,145300,train,10,2,15,6.0
1089738,127780,prior,21,0,15,6.0
919694,195631,prior,19,6,14,4.0
1495536,106305,prior,50,4,17,6.0
2932260,204368,prior,70,6,8,3.0
3088178,68610,prior,81,3,16,4.0
1961435,114627,prior,4,3,10,27.0
3154898,21740,prior,4,0,13,11.0
1572184,46981,train,8,0,19,29.0
1776443,26472,prior,3,2,9,30.0
1148068,113594,prior,19,3,8,2.0
2022,97557,prior,75,4,9,0.0
2585968,83011,prior,93,4,15,2.0
552533,122101,prior,27,5,17,4.0
2532891,136383,prior,27,3,17,7.0
2807239,179710,prior,22,5,16,6.0
299644,11000,prior,12,1,10,25.0
2138628,76679,prior,1,6,16,
1688773,79340,prior,43,4,15,30.0
1932045,41588,prior,16,1,9,5.0
291867,159732,prior,32,2,19,7.0
1556890,38461,prior,9,3,13,30.0
192414,60336,prior,64,6,7,3.0
2141826,148861,prior,27,0,15,3.0
1832728,42258,train,12,0,20,24.0
1127022,24114,prior,16,2,10,5.0
2196684,71740,prior,12,4,9,9.0
118044,160289,prior,39,3,20,10.0
3090044,182239,prior,19,1,18,26.0
638360,182853,prior,1,0,21,
1013676,61881,prior,43,2,10,6.0
3109707,181750,prior,12,1,16,30.0
1663869,85161,prior,22,2,11,12.0
1050902,160617,prior,8,2,14,4.0
10041,24366,prior,6,6,12,6.0
202704,10175,prior,4,5,15,9.0
2698661,81632,prior,22,1,10,7.0
